Gene	Chr	Strand	MaxPosition	Fit.max.pos	Fit.start	Fit.end	mu	sigma	k	exon.intron	exon.pos	LogLik	polyA_ID
Cdc14b	chr13	-1	64192730	64192730	64192517	64192943	300.43647581674	71.3060529724583	369.893310850596	no-junctions	NA	-2475.18091287692	Cdc14b:chr13:64192517-64192943:-1
Podxl2	chr6	-1	88842775	88842688	88842558	88842898	213.209107616986	70.0121442749926	24357.3875758619	no-junctions	NA	-4199.12113294219	Podxl2:chr6:88842558-88842898:-1
Fbxl8	chr8	1	105269145	105269124	105268902	105269326	279.475374756464	74.4648072784523	234.223320842378	no-junctions	NA	-1920.23868541217	Fbxl8:chr8:105268902-105269326:1
Rtp4	chr16	1	23613554	23613543	23613351	23613735	289.342688309257	64.9991067158239	820.651345925203	no-junctions	NA	-2874.71559228378	Rtp4:chr16:23613351-23613735:1
Rtp4	chr16	1	23559885	23559884	23559707	23560061	299.2194664474	59.4043170585903	235.127351347384	no-junctions	NA	-2048.30742991642	Rtp4:chr16:23559707-23560061:1
Arhgap44	chr11	-1	65002233	65002125	65002039	65002326	192.324263861362	67.9445848271817	1844.30092199176	no-junctions	NA	-2732.0514873319	Arhgap44:chr11:65002039-65002326:-1
Kcnc2	chr10	1	112465708	112465693	112465477	112465909	285.398197836767	72.7929433313478	277.363290613442	no-junctions	NA	-2731.58829332065	Kcnc2:chr10:112465477-112465909:1
Armcx1	chrX	1	134721709	134721718	134721517	134721917	309.209764304718	67.6106032948401	6054.55506333939	no-junctions	NA	-3319.63783284714	Armcx1:chrX:134721517-134721917:1
Mrps2	chr2	1	28470972	28470967	28470730	28471178	295.138711424654	79.8886983285158	1319.67105642327	no-junctions	NA	-3240.54502911759	Mrps2:chr2:28470730-28471178:1
Mrps2	chr2	1	28470444	28470443	28470188	28470698	299.184401249256	85.7068671389063	475.42249191724	no-junctions	NA	-3022.11604236548	Mrps2:chr2:28470188-28470698:1
Znrf1	chr8	1	111625542	111625528	111625318	111625738	286.655377056983	70.680273071288	3212.9590113921	no-junctions	NA	-3680.82043981944	Znrf1:chr8:111625318-111625738:1
Znrf1	chr8	1	111622876	111622889	111621594	111623072	313.40292106872	61.7482213840616	1916.65836017497	across-junctions	(111621594,111621686)(111622799,111623072)	-3498.45136458182	Znrf1:chr8:111621594-111623072:1
Znrf1	chr8	1	111623587	111623575	111623338	111623812	288.521933228483	79.2063935090104	616.044976735448	no-junctions	NA	-2836.31522651325	Znrf1:chr8:111623338-111623812:1
Arhgap39	chr15	-1	76724167	76724059	76723985	76724266	192.427846388736	69.1016393717242	994.756651391138	no-junctions	NA	-2315.00224053169	Arhgap39:chr15:76723985-76724266:-1
Arhgap39	chr15	-1	76752338	76752364	76752295	76752433	326.29373487274	23.264827613202	377.702141234412	no-junctions	NA	-2894.77556837788	Arhgap39:chr15:76752295-76752433:-1
BC034090	chr1	-1	155212663	155212561	155212471	155212762	198.770482947713	67.6353157695237	661.336680837567	no-junctions	NA	-1980.51038235917	BC034090:chr1:155212471-155212762:-1
Rbm4b	chr19	1	4765740	4765747	4765531	4765963	307.144402068255	72.9755577158586	1299.5812133823	no-junctions	NA	-2951.13173242996	Rbm4b:chr19:4765531-4765963:1
Rbm4b	chr19	1	4758788	4758811	4758508	4759114	323.840276109952	101.62819862004	201.259789562366	no-junctions	NA	-2957.00868062816	Rbm4b:chr19:4758508-4759114:1
Heatr1	chr13	1	12438720	12438703	12437843	12438916	283.870271550912	71.3669519055096	307.735536542876	across-junctions	(12437843,12437941)(12438589,12438916)	-1993.39506326113	Heatr1:chr13:12437843-12438916:1
Armcx6	chrX	-1	134748672	134748568	134748461	134748784	196.286972810182	72.7992989197746	204.698610115243	no-junctions	NA	-1685.2854128487	Armcx6:chrX:134748461-134748784:-1
Lypd6	chr2	1	50193373	50193377	50193197	50193557	304.009771868229	60.2942665793788	271.292369337028	no-junctions	NA	-2035.10266875756	Lypd6:chr2:50193197-50193557:1
Tor1aip2	chr1	1	156053344	156053340	156053133	156053547	296.177620799803	69.8596466080179	1221.27604786603	no-junctions	NA	-2840.16616041948	Tor1aip2:chr1:156053133-156053547:1
Tor1aip2	chr1	1	156052598	156052609	156052411	156052807	311.018632588328	66.4176580964857	929.599251100429	no-junctions	NA	-2584.84666109647	Tor1aip2:chr1:156052411-156052807:1
Tor1aip2	chr1	1	156068648	156068637	156068415	156068859	289.142613250386	74.2225521315789	313.424929833222	no-junctions	NA	-1724.25056269979	Tor1aip2:chr1:156068415-156068859:1
Tor1aip2	chr1	1	156036766	156036770	156036554	156036986	304.519759452881	72.1888314083974	199.606116659943	no-junctions	NA	-2538.92456759087	Tor1aip2:chr1:156036554-156036986:1
Vstm4	chr14	1	32938821	32938817	32938610	32939024	296.494247060818	69.7411716530805	1499.46346832086	no-junctions	NA	-3332.55674429585	Vstm4:chr14:32938610-32939024:1
Scg2	chr1	-1	79434897	79434835	79434669	79435045	238.889460973467	70.9514130432031	28281.9248372381	no-junctions	NA	-4238.9096597586	Scg2:chr1:79434669-79435045:-1
Scg2	chr1	-1	79436363	79436454	79435959	79436949	391.583781975419	165.579179722255	1210.54127546224	no-junctions	NA	-4293.53901362338	Scg2:chr1:79435959-79436949:-1
Zfp623	chr15	1	75949124	75949161	75948870	75949400	337.578081502939	97.8766405361998	265.958225620457	no-junctions	NA	-2227.59046903908	Zfp623:chr15:75948870-75949400:1
Tatdn1	chr15	-1	58904820	58904828	58900966	58916172	308.473494393847	66.1467176621389	1597.1762185573	across-junctions	(58900966,58901069)(58904734,58904859)(58905741,58905810)(58909573,58909648)(58916152,58916172)	-3238.38522826102	Tatdn1:chr15:58900966-58916172:-1
Tatdn1	chr15	-1	58900123	58900149	58899891	58900407	326.526007148237	86.8846342063657	197.043406809281	no-junctions	NA	-2360.29999896603	Tatdn1:chr15:58899891-58900407:-1
Tatdn1	chr15	-1	58908874	58908895	58908826	58908964	3084.33477948134	23.1799149014191	759.645714239303	no-junctions	NA	-17309.51675356	Tatdn1:chr15:58908826-58908964:-1
Nucb1	chr7	-1	45493299	45493290	45493008	45493572	291.345366989648	94.9771256516057	1564.82033779506	no-junctions	NA	-4206.82369193036	Nucb1:chr7:45493008-45493572:-1
Rpusd3	chr6	-1	113415510	113415413	113415319	113415617	203.158378916508	68.7366024848327	540.837815788752	no-junctions	NA	-2146.20072370018	Rpusd3:chr6:113415319-113415617:-1
Swsap1	chr9	1	21958072	21958071	21957861	21958264	299.335841283883	70.5397538639315	991.298257703193	no-junctions	NA	-2406.54060375711	Swsap1:chr9:21957861-21958264:1
Pcmtd1	chr1	1	7172552	7172552	7172351	7172753	300.312434798904	67.6751071737343	2773.46746189816	no-junctions	NA	-3377.38069898248	Pcmtd1:chr1:7172351-7172753:1
Pcmtd1	chr1	1	7173439	7173441	7173249	7173628	302.364425482915	64.4633677243991	443.82557844217	no-junctions	NA	-2093.80809410587	Pcmtd1:chr1:7173249-7173628:1
Pcmtd1	chr1	1	7120484	7120487	7120217	7120757	303.62550427534	90.4792987081328	234.703213835764	no-junctions	NA	-2893.4757752405	Pcmtd1:chr1:7120217-7120757:1
Pcmtd1	chr1	1	7171314	7171289	7171046	7171532	275.744528433965	81.0607878503804	193.125399282964	no-junctions	NA	-2392.77629417836	Pcmtd1:chr1:7171046-7171532:1
2900026A02Rik	chr5	-1	113086520	113086416	113086323	113086629	196.940207911795	71.5041290716063	526.357300397831	no-junctions	NA	-2081.35861873855	2900026A02Rik:chr5:113086323-113086629:-1
Vamp7	GL456233.1	-1	10935	10837	10738	11059	202.704540186337	74.927698554275	1486.2825207807	no-junctions	NA	-2937.83502101104	Vamp7:GL456233.1:10738-11059:-1
Vamp7	GL456233.1	-1	12023	12037	11557	12517	314.181898306168	160.209266916326	402.264552107666	no-junctions	NA	-2913.50912632823	Vamp7:GL456233.1:11557-12517:-1
Zfp579	chr7	-1	4993035	4993043	4992854	4993232	308.79761225893	63.9346516592711	1324.4556073135	no-junctions	NA	-2885.381263681	Zfp579:chr7:4992854-4993232:-1
Coa6	chr8	1	126425238	126425206	126422754	126425433	268.88610715831	93.421618878293	3845.87192297134	across-junctions	(126422754,126422829)(126425003,126425433)	-3290.47848701614	Coa6:chr8:126422754-126425433:1
Wdcp	chr12	1	4849147	4849150	4848940	4849360	303.167712766053	70.9439033275077	396.972692558429	no-junctions	NA	-1960.11994400737	Wdcp:chr12:4848940-4849360:1
Xrcc1	chr7	1	24573241	24573245	24571138	24573440	304.449808724968	66.0522405395258	1419.22367888401	across-junctions	(24571138,24571150)(24572209,24572298)(24573054,24573128)(24573225,24573440)	-2538.38572640787	Xrcc1:chr7:24571138-24573440:1
Abca16	chr7	1	120514181	120514189	120514048	120514330	308.292613350376	47.8242224550383	256.809285451464	no-junctions	NA	-1909.91434090936	Abca16:chr7:120514048-120514330:1
Gnpda1	chr18	-1	38327732	38327634	38327535	38327853	202.923870351578	73.0468190058838	1111.28908671451	no-junctions	NA	-2404.58033391058	Gnpda1:chr18:38327535-38327853:-1
Sv2a	chr3	1	96195334	96195330	96195126	96195521	296.036165118387	68.5966817992762	17992.5993269049	no-junctions	NA	-3918.00315809095	Sv2a:chr3:96195126-96195521:1
Sv2a	chr3	1	96194962	96194954	96194780	96195128	292.71532496435	58.4892101549801	2702.13357475654	no-junctions	NA	-4171.40791418602	Sv2a:chr3:96194780-96195128:1
BC028528	chr3	-1	95884154	95884052	95883954	95884992	198.564029551113	69.5497503066517	925.031781378883	across-junctions	(95883954,95884236)(95884970,95884992)	-2217.54709235456	BC028528:chr3:95883954-95884992:-1
BC028528	chr3	-1	95888142	95888156	95887955	95888357	314.399191489236	67.713186372553	229.22434407001	no-junctions	NA	-2394.83448487642	BC028528:chr3:95887955-95888357:-1
Saxo2	chr7	-1	82646364	82646366	82646165	82648499	302.282212139175	67.6993300005435	1684.58019324498	across-junctions	(82646165,82646459)(82648392,82648499)	-3092.29380417256	Saxo2:chr7:82646165-82648499:-1
Med30	chr15	1	52730238	52730242	52721093	52730452	304.901417248334	70.5665215837897	6325.79868099479	across-junctions	(52721093,52721127)(52730067,52730452)	-4192.45430049671	Med30:chr15:52721093-52730452:1
Rps10	chr17	-1	27632332	27631208	27630418	27634146	200.836235216167	66.4524448521438	185224.066709448	across-junctions	(27630418,27630505)(27631200,27631254)(27632279,27632355)(27634072,27634146)	-4926.57837130962	Rps10:chr17:27630418-27634146:-1
Rnh1	chr7	-1	141160512	141160404	141160326	141160693	192.513330039022	68.4823673578147	2825.82761943884	across-junctions	(141160326,141160564)(141160650,141160693)	-2742.7644595082	Rnh1:chr7:141160326-141160693:-1
Trps1	chr15	-1	50655367	50655379	50655181	50655577	312.364631530667	66.0979845257215	403.294395745801	no-junctions	NA	-2493.18831783526	Trps1:chr15:50655181-50655577:-1
Gmeb2	chr2	-1	181251636	181251523	181251449	181251724	187.160960873131	67.8735865843341	500.937872340939	no-junctions	NA	-1981.88676290734	Gmeb2:chr2:181251449-181251724:-1
Nudcd1	chr15	-1	44375419	44375417	44375183	44375651	298.336082229624	78.9517822731681	436.351911593395	no-junctions	NA	-2663.48479461244	Nudcd1:chr15:44375183-44375651:-1
Trmt112	chr19	1	6910844	6910837	6910437	6911038	293.630826433365	67.6984909652017	20568.4720944449	across-junctions	(6910437,6910463)(6910584,6910672)(6910752,6911038)	-3913.72214865837	Trmt112:chr19:6910437-6911038:1
Ythdf1	chr2	-1	180904567	180904464	180904377	180904680	197.050996304965	72.1192243441206	1715.78738822271	no-junctions	NA	-2764.99030781642	Ythdf1:chr2:180904377-180904680:-1
Ythdf1	chr2	-1	180905579	180905587	180905359	180910834	308.855992406827	76.2015503757824	274.034486075758	across-junctions	(180905359,180905667)(180910687,180910834)	-2706.48716864857	Ythdf1:chr2:180905359-180910834:-1
Shfl	chr9	1	20874185	20874155	20874073	20874307	83.8288406399446	65.1487672906732	964.031450120509	no-junctions	NA	-1443.7133571765	Shfl:chr9:20874073-20874307:1
Dido1	chr2	-1	180658143	180658031	180657964	180658244	188.82547703116	71.3103603850293	1212.2363052428	no-junctions	NA	-2711.3762248879	Dido1:chr2:180657964-180658244:-1
Dido1	chr2	-1	180666130	180666127	180665920	180666334	297.536522561793	69.3131355794424	370.227248541459	no-junctions	NA	-2259.54020779592	Dido1:chr2:180665920-180666334:-1
Dido1	chr2	-1	180681237	180681240	180680961	180681519	303.053148794202	93.7929725854091	231.630614534002	no-junctions	NA	-2640.93396655321	Dido1:chr2:180680961-180681519:-1
Ube2l3	chr16	-1	17154105	17154114	17153907	17160029	309.595735059435	69.4967782810916	6208.18088140452	across-junctions	(17153907,17154281)(17159990,17160029)	-4149.32601895951	Ube2l3:chr16:17153907-17160029:-1
Ube2l3	chr16	-1	17152206	17152100	17152013	17152301	194.956732981084	67.9238584912319	4787.17651740504	no-junctions	NA	-2965.71092403414	Ube2l3:chr16:17152013-17152301:-1
Ube2l3	chr16	-1	17152648	17152652	17152445	17152859	304.731698302105	69.0575273174992	784.53816172389	no-junctions	NA	-2973.19548881045	Ube2l3:chr16:17152445-17152859:-1
Ube2l3	chr16	-1	17153172	17153174	17152970	17153378	302.65422516553	68.1005589259104	781.846928737653	no-junctions	NA	-3213.9910837893	Ube2l3:chr16:17152970-17153378:-1
Txndc5	chr13	-1	38500452	38500465	38500264	38500666	313.209520383384	67.08138006871	3091.51445387706	no-junctions	NA	-3534.93089281795	Txndc5:chr13:38500264-38500666:-1
Arhgap18	chr10	1	26918446	26918408	26918147	26918648	262.105043275569	87.4190605085875	315.029156214728	no-junctions	NA	-1890.49818501649	Arhgap18:chr10:26918147-26918648:1
Ak5	chr3	-1	152462996	152462897	152462815	152463104	201.352396472505	69.6862695261469	2170.06628074945	no-junctions	NA	-2862.69820466582	Ak5:chr3:152462815-152463104:-1
Ss18l1	chr2	1	180070011	180070017	180069798	180070201	306.209091383032	73.5646738500971	1217.6268215234	no-junctions	NA	-2470.38987381055	Ss18l1:chr2:180069798-180070201:1
Ss18l1	chr2	1	180069573	180069575	180069362	180069788	302.224445200585	71.7702173024019	210.425804909572	no-junctions	NA	-2119.69500411483	Ss18l1:chr2:180069362-180069788:1
Ube2h	chr6	-1	30211478	30211371	30211289	30211575	193.825050114529	68.5632701027334	2696.41564779496	no-junctions	NA	-2937.02950492249	Ube2h:chr6:30211289-30211575:-1
Ube2h	chr6	-1	30213160	30213166	30212944	30213388	306.253441844791	74.3298816050406	606.954020601643	no-junctions	NA	-2787.51707985213	Ube2h:chr6:30212944-30213388:-1
Ciz1	chr2	1	32378103	32378103	32377562	32378310	300.852707326608	69.658499588193	571.711330525769	across-junctions	(32377562,32377629)(32377964,32378310)	-2807.11072333548	Ciz1:chr2:32377562-32378310:1
Tbcd	chr11	1	121616993	121616973	121610009	121617164	280.238248988132	70.2127088559396	1417.63991278996	across-junctions	(121610009,121610089)(121611664,121611747)(121616928,121617164)	-2302.19577678627	Tbcd:chr11:121610009-121617164:1
Fn3krp	chr11	1	121431111	121431116	121430942	121431288	305.178989142197	58.6949920961521	218.792925131392	no-junctions	NA	-1774.15454008849	Fn3krp:chr11:121430942-121431288:1
Cybc1	chr11	-1	121222777	121222672	121222588	121222879	195.129836043403	69.0312256313161	1310.04678805255	no-junctions	NA	-2373.4086633274	Cybc1:chr11:121222588-121222879:-1
Micu3	chr8	1	40386114	40386118	40385917	40386308	304.242252180495	67.9262693677543	3588.15443600662	no-junctions	NA	-2931.20511252292	Micu3:chr8:40385917-40386308:1
Micu3	chr8	1	40348960	40348960	40335750	40354462	300.066420504109	88.8553918540831	540.976264775914	across-junctions	(40335750,40335962)(40340298,40340328)(40348940,40349017)(40352036,40352082)(40354303,40354462)	-2935.71666912703	Micu3:chr8:40335750-40354462:1
Micu3	chr8	1	40385158	40385126	40384886	40385366	268.08177446452	80.8688822900239	238.515119960042	no-junctions	NA	-2457.19336856956	Micu3:chr8:40384886-40385366:1
Uhrf1bp1	chr17	1	27899857	27899845	27899644	27900041	288.860059982444	67.2699498530062	632.367609010328	no-junctions	NA	-2173.92770823396	Uhrf1bp1:chr17:27899644-27900041:1
Ttyh3	chr5	-1	140620764	140620649	140620578	140620853	185.84368842616	68.1129108934495	3979.03019875993	no-junctions	NA	-2994.16123697287	Ttyh3:chr5:140620578-140620853:-1
Grin3a	chr4	-1	49661811	49661704	49661611	49661908	193.480639943429	68.1480613749904	1043.19124062006	no-junctions	NA	-2684.87320918373	Grin3a:chr4:49661611-49661908:-1
Grin3a	chr4	-1	49662951	49662968	49662758	49663178	317.273400494588	70.7478164454393	249.758862360308	no-junctions	NA	-2063.04159618395	Grin3a:chr4:49662758-49663178:-1
Grin3a	chr4	-1	49662178	49662178	49662028	49662328	300.538991470462	50.9394721708418	223.717394425589	no-junctions	NA	-2712.1410287496	Grin3a:chr4:49662028-49662328:-1
Mag	chr7	-1	30899380	30899281	30899176	30899482	201.132193423468	67.5241293388297	3388.06718774754	no-junctions	NA	-3067.60550308384	Mag:chr7:30899176-30899482:-1
Tmtc3	chr10	-1	100444131	100444057	100443902	100444231	226.780967181325	58.2245251699243	181.947209318154	no-junctions	NA	-2512.19181942002	Tmtc3:chr10:100443902-100444231:-1
Rbm42	chr7	-1	30641191	30641084	30640999	30641388	193.14316071192	72.7788871168723	4701.43585616893	across-junctions	(30640999,30641219)(30641308,30641388)	-2983.86748380423	Rbm42:chr7:30640999-30641388:-1
Cplx3	chr9	-1	57601590	57601578	57601374	57601782	1587.07913696588	68.5858912996586	1152.58456535382	no-junctions	NA	-25882.2644933402	Cplx3:chr9:57601374-57601782:-1
Cnep1r1	chr8	1	88134912	88134915	88134693	88135110	303.4355357414	74.8057155049025	1829.78731902374	no-junctions	NA	-2711.22723473698	Cnep1r1:chr8:88134693-88135110:1
Pnpla7	chr2	1	24986312	24986342	24986012	24986672	330.005509191918	110.792729800594	1390.83134692577	no-junctions	NA	-4606.24113714873	Pnpla7:chr2:24986012-24986672:1
Pnpla7	chr2	1	25053885	25053859	25053673	25054045	274.052811778648	62.5298437245397	733.852063734337	no-junctions	NA	-2302.47572118192	Pnpla7:chr2:25053673-25054045:1
Pnpla7	chr2	1	24985977	24985979	24985910	24986048	302.955605764832	23.0065002207427	277.321368183704	no-junctions	NA	-2654.77963871183	Pnpla7:chr2:24985910-24986048:1
Ypel5	chr17	1	72850256	72850246	72850036	72850456	290.252532961881	70.2234955191418	6265.35135030843	no-junctions	NA	-3766.42526196635	Ypel5:chr17:72850036-72850456:1
Ypel5	chr17	1	72849326	72849318	72849111	72849525	292.349801120331	69.5011099228656	4549.93821172966	no-junctions	NA	-3933.17921423339	Ypel5:chr17:72849111-72849525:1
Ypel5	chr17	1	72848658	72848670	72846230	72848973	312.73737885723	101.240071270525	889.959687071379	across-junctions	(72846230,72846442)(72848580,72848973)	-3253.40657768125	Ypel5:chr17:72846230-72848973:1
Dchs1	chr7	-1	105753177	105753069	105752990	105753270	192.116964928299	67.5993656046714	734.829620541846	no-junctions	NA	-2068.00842236688	Dchs1:chr7:105752990-105753270:-1
Cplane1	chr15	1	8270976	8270975	8270768	8271158	299.210529435786	69.2219406523094	1421.32529889575	no-junctions	NA	-2652.4239060687	Cplane1:chr15:8270768-8271158:1
Gtdc1	chr2	-1	44564603	44564501	44564412	44564729	198.01226141689	76.4079994513527	1407.08152671828	no-junctions	NA	-2809.00218059399	Gtdc1:chr2:44564412-44564729:-1
4921524J17Rik	chr8	-1	85409050	85409046	85408839	85409253	288.311580317733	69.9327364860792	2331.87710183482	no-junctions	NA	-114837.613847949	4921524J17Rik:chr8:85408839-85409253:-1
Bcorl1	chrX	1	48406513	48406510	48406264	48406756	297.859837712479	82.4567843714037	230.121486092831	no-junctions	NA	-2523.23895904033	Bcorl1:chrX:48406264-48406756:1
Zdhhc9	chrX	-1	48172168	48172065	48171969	48172284	197.656222446891	73.803385452577	509.413311077809	no-junctions	NA	-2250.9981331884	Zdhhc9:chrX:48171969-48172284:-1
Ss18	chr18	-1	14625796	14625813	14625600	14626026	317.943959082524	71.9632172236592	1537.57636838671	no-junctions	NA	-3267.3387815674	Ss18:chr18:14625600-14626026:-1
Fam91a1	chr15	1	58457572	58457559	58457316	58457740	287.916626666417	81.8290028702812	2117.34731155223	no-junctions	NA	-2798.9763360386	Fam91a1:chr15:58457316-58457740:1
Fam91a1	chr15	1	58456428	58456418	58456130	58456706	290.060783979082	96.1584161171124	359.927071969266	no-junctions	NA	-3280.51915235569	Fam91a1:chr15:58456130-58456706:1
Ddx1	chr12	-1	13219496	13219497	13219290	13220423	301.998745675365	69.9282705993376	5885.40253366564	across-junctions	(13219290,13219627)(13220347,13220423)	-3679.20896375927	Ddx1:chr12:13219290-13220423:-1
Syn1	chrX	-1	20860690	20860586	20860511	20860796	196.117009301442	70.5234228910543	9200.45465607071	no-junctions	NA	-3204.3501965368	Syn1:chrX:20860511-20860796:-1
Syn1	chrX	-1	20866779	20866806	20866737	20866875	327.656887455061	23.379509460577	559.005136528221	no-junctions	NA	-3145.19400795165	Syn1:chrX:20866737-20866875:-1
Pomk	chr8	-1	25981630	25981618	25981408	25981828	288.744780836995	70.7066381042937	745.978779537455	no-junctions	NA	-2810.34504416679	Pomk:chr8:25981408-25981828:-1
Zswim3	chr2	1	164821939	164821939	164821738	164822130	300.969833636736	67.0982952600308	308.97761130003	no-junctions	NA	-1909.98376122434	Zswim3:chr2:164821738-164822130:1
Slc12a9	chr5	-1	137314760	137314658	137314558	137314853	198.205717304122	65.974815853638	1365.82586588036	no-junctions	NA	-2402.63839404637	Slc12a9:chr5:137314558-137314853:-1
Snx12	chrX	-1	101212146	101212160	101211947	101212373	314.82289740292	71.6811388791948	1877.11692039658	no-junctions	NA	-3256.89301847822	Snx12:chrX:101211947-101212373:-1
Snx12	chrX	-1	101097969	101097860	101097786	101098064	191.393520830904	68.4740170995993	641.062026566271	no-junctions	NA	-2084.25120775008	Snx12:chrX:101097786-101098064:-1
Snx12	chrX	-1	101199234	101199229	101199031	101199427	295.862546759384	66.4550837793258	302.042289978681	no-junctions	NA	-1933.76478523641	Snx12:chrX:101199031-101199427:-1
Hpcal4	chr4	1	123194509	123194515	123194314	123194701	306.450180343125	67.6980686368091	8215.15558243615	no-junctions	NA	-3320.54064780777	Hpcal4:chr4:123194314-123194701:1
Cnot2	chr10	-1	116485339	116485233	116485161	116485431	194.804168900806	66.0686299836802	2919.19443173946	no-junctions	NA	-2863.99169538664	Cnot2:chr10:116485161-116485431:-1
Patl1	chr19	1	11944789	11944789	11944564	11945014	300.990802465942	75.7212272656796	454.787424885748	no-junctions	NA	-2466.86496269575	Patl1:chr19:11944564-11945014:1
Rprml	chr11	1	103650386	103650385	103650184	103650579	299.674656260479	67.6744243581552	10602.7053971078	no-junctions	NA	-3579.18381850051	Rprml:chr11:103650184-103650579:1
Usp27x	chrX	-1	7372770	7372777	7372570	7372984	307.055889148887	69.4499386831819	313.865862316472	no-junctions	NA	-2224.86764660215	Usp27x:chrX:7372570-7372984:-1
Brk1	chr6	1	113616771	113616522	113615610	113616951	51.996854890318	304.23702829729	8941.47045492827	no-junctions	NA	-4542.88629457481	Brk1:chr6:113615610-113616951:1
Brk1	chr6	1	113616470	113616436	113616343	113616529	266.618012465748	31.9397154331574	7293.79997443767	no-junctions	NA	-4964.90903408879	Brk1:chr6:113616343-113616529:1
Rpl27a	chr7	1	109520621	109520621	109519942	109521784	300.534860152718	68.0495846507085	155168.564839748	across-junctions	(109519942,109519992)(109520468,109520641)(109521601,109521784)	-5651.41463023559	Rpl27a:chr7:109519942-109521784:1
Rpl27a	chr7	1	109522183	109522173	109521966	109522367	290.349368411691	69.149060787924	10767.3840320787	no-junctions	NA	-3585.26153486597	Rpl27a:chr7:109521966-109522367:1
Scaper	chr9	-1	55550440	55550441	55550237	55550645	301.441470323232	68.8105629415898	997.922380766608	no-junctions	NA	-2909.80477802603	Scaper:chr9:55550237-55550645:-1
Lrrc75a	chr11	-1	62605072	62605074	62604884	62605275	191.488905733792	67.6266460757042	1297.33581114901	no-junctions	NA	-147052.752744367	Lrrc75a:chr11:62604884-62605275:-1
Galnt17	chr5	-1	130875136	130875137	130874930	130875344	301.802031647583	69.7488340932476	601.857584730936	no-junctions	NA	-2802.16113138999	Galnt17:chr5:130874930-130875344:-1
Golph3l	chr3	1	95619063	95619058	95618848	95619247	295.892072066771	70.8141516087022	1043.82292080514	no-junctions	NA	-2409.97011574084	Golph3l:chr3:95618848-95619247:1
Prr12	chr7	-1	45027859	45027873	45027624	45028122	314.558601186765	83.6214407562341	664.014816906256	no-junctions	NA	-3268.34809342027	Prr12:chr7:45027624-45028122:-1
Vav1	chr17	1	57327769	57327754	57324689	57327961	285.751003474708	69.0610733354071	211.557706858409	across-junctions	(57324689,57324792)(57327651,57327961)	-1648.4369594542	Vav1:chr17:57324689-57327961:1
Olfml2a	chr2	1	38963259	38963340	38962830	38963753	381.295704931947	170.119188362958	154.976129386976	no-junctions	NA	-3168.10785678586	Olfml2a:chr2:38962830-38963753:1
Ino80	chr2	-1	119373438	119373374	119373042	119373785	236.848023749868	137.120734472539	334.374564057023	no-junctions	NA	-3322.05578513782	Ino80:chr2:119373042-119373785:-1
Zfp787	chr7	-1	6131680	6131578	6131491	6131779	198.539575916897	67.2396110451242	1152.89104022634	no-junctions	NA	-2363.64982457445	Zfp787:chr7:6131491-6131779:-1
Zfp787	chr7	-1	6142572	6142536	6142266	6155944	264.288871875812	90.3243589033771	947.533979484069	across-junctions	(6142266,6142618)(6143062,6143149)(6155845,6155944)	-3036.89258155937	Zfp787:chr7:6142266-6155944:-1
Pramef8	chr4	1	143420921	143420905	143420704	143421091	284.851568450774	67.7255522269248	679.993852873764	no-junctions	NA	-2051.02738328537	Pramef8:chr4:143420704-143421091:1
Nucb1	chr7	-1	45492998	45492975	45492909	45493041	277.696282329805	22.0090855305358	329.784247237109	no-junctions	NA	-3016.26745578577	Nucb1:chr7:45492909-45493041:-1
Fbxo41	chr6	-1	85469779	85469682	85469574	85469892	203.599849211381	70.9496467279118	1510.99109711254	no-junctions	NA	-2591.63092520962	Fbxo41:chr6:85469574-85469892:-1
Bag3	chr7	1	128546791	128546797	128546617	128546977	306.063284346253	60.8933113207781	1055.80362778248	no-junctions	NA	-2431.5332879211	Bag3:chr7:128546617-128546977:1
Tmem198b	chr10	-1	128800214	128800103	128800036	128800307	189.98147495252	68.4957748441567	1138.47439240251	no-junctions	NA	-2271.94015982728	Tmem198b:chr10:128800036-128800307:-1
Arfip2	chr7	-1	105635817	105635821	105635617	105636025	304.186594654446	68.0302336229962	3918.8974379743	no-junctions	NA	-3614.43993027361	Arfip2:chr7:105635617-105636025:-1
Arfip2	chr7	-1	105634379	105634272	105634203	105634464	193.407276527072	64.8571713281274	832.230919065931	no-junctions	NA	-2306.19886466414	Arfip2:chr7:105634203-105634464:-1
Cd24a	chr10	1	43584082	43584077	43583879	43584265	295.569466078952	66.6450894935581	2077.16065788781	no-junctions	NA	-2671.03956349775	Cd24a:chr10:43583879-43584265:1
Cd24a	chr10	1	43583295	43583377	43582801	43583953	382.649884901427	192.089740821343	299.818456450663	no-junctions	NA	-3469.16428045777	Cd24a:chr10:43582801-43583953:1
Cd24a	chr10	1	43583607	43583649	43583514	43583784	342.331489499371	45.0765512950433	302.430137285285	no-junctions	NA	-3007.18916642948	Cd24a:chr10:43583514-43583784:1
Lhpp	chr7	1	132706243	132706227	132706023	132706420	284.36063061689	68.7865236240926	858.980039798264	no-junctions	NA	-2365.91688115429	Lhpp:chr7:132706023-132706420:1
Rrm1	chr7	1	102468739	102468734	102468533	102468935	295.181716762971	67.7767574433071	1470.71348981047	no-junctions	NA	-3048.66071297602	Rrm1:chr7:102468533-102468935:1
